Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,E[M],sigmaM,DN,Source
1998,11,2,0,0,0.0,-19.8618,113.8855,4.5,0.37,2,EPRI
1998,11,5,0,0,0.0,27.0812,71.7594,4.8,0.25,113,EPRI
1998,11,15,8,23,10.0,-9.405,-71.331,5.09,0.06,51,ISC
1998,11,17,0,0,0.0,-26.8668,26.6823,4.5,0.25,63,EPRI
1998,12,1,0,0,0.0,26.385,103.938,4.9,0.37,130,EPRI
1998,12,5,0,0,0.0,-26.2962,27.5215,4.6,0.25,63,EPRI
1998,12,10,8,21,14.0,-8.072,-71.385,5.31,0.08,51,ISC
1998,12,22,0,0,0.0,79.9756,-90.6722,4.8,0.25,249,EPRI
1999,1,1,0,0,0.0,80.003,-111.51,5.0,0.24,250,EPRI
1999,1,5,0,0,0.0,4.239,44.062,5.6,0.37,79,EPRI
1999,1,18,0,0,0.0,33.408,-87.258,4.7,0.25,224,EPRI
1999,1,20,13,28,2.0,57.403,120.693,5.05,0.05,147,ISC
1999,1,25,0,0,0.0,43.67,-105.094,4.5,0.37,238,EPRI
1999,1,27,0,0,0.0,-22.221,16.291,5.1,0.37,61,EPRI
1999,1,29,0,0,0.0,2.12,45.721,5.4,0.25,80,EPRI
1999,1,29,0,0,0.0,44.648,115.721,5.0,0.25,135,EPRI
1999,2,10,0,0,0.0,32.944,15.277,4.7,0.25,90,EPRI
1999,2,14,0,0,0.0,-19.27,21.256,4.6,0.37,61,EPRI
1999,3,9,0,0,0.0,-10.8895,128.7734,5.5,0.25,1,EPRI
1999,4,15,4,55,53.0,-20.137,134.033,4.945,0.13,13,Merged
1999,4,22,0,0,0.0,-27.939,26.675,5.3,0.25,63,EPRI
1999,5,10,10,2,26.0,-20.216,133.622,5.09,0.06,13,ISC
1999,7,18,0,0,0.0,-6.3221,141.8213,4.8,0.37,16,EPRI
1999,8,6,17,22,48.0,-8.635,21.608,4.755,0.127,72,Merged
1999,8,17,0,0,0.0,29.406,105.607,4.8,0.47,131,EPRI
1999,8,17,0,0,0.0,67.813,34.498,4.5,0.47,171,EPRI
1999,8,28,0,0,0.0,22.915,89.795,4.8,0.25,118,EPRI
1999,9,6,17,48,7.0,57.484,120.396,5.05,0.05,147,ISC
1999,11,9,23,59,7.0,31.959,71.624,5.14,0.06,113,ISC
1999,11,29,4,10,45.0,40.517,123.008,5.75,0.15,133,ISC
1999,12,7,5,35,58.0,75.433,-120.927,5.25,0.07,241,ISC
1999,12,7,0,0,0.0,75.588,-121.197,4.9,0.25,249,EPRI
1999,12,25,18,19,31.0,-6.185,-75.264,5.43,0.13,51,ISC
1999,12,30,0,0,0.0,43.735,-105.137,4.9,0.37,238,EPRI
2000,1,1,11,22,57.0,46.905,-78.779,4.855,0.063,226,Merged
2000,2,8,0,0,0.0,-26.438,27.474,4.5,0.25,63,EPRI
2000,2,27,9,11,48.0,16.853,73.484,5.05,0.05,106,ISC
2000,3,12,0,0,0.0,17.244,73.707,4.87,0.28,106,EPRI
2000,3,28,23,28,47.0,-2.731,-75.406,5.01,0.05,51,ISC
2000,3,31,14,13,34.0,28.846,70.187,5.01,0.05,113,ISC
2000,4,6,22,30,12.0,17.244,73.755,5.14,0.06,106,ISC
2000,4,11,0,0,0.0,51.418,16.043,4.7,0.25,192,EPRI
2000,7,13,0,0,0.0,-26.383,27.537,4.7,0.25,63,EPRI
2000,8,13,13,28,23.0,21.189,71.086,4.895,0.129,113,Merged
2000,9,5,7,11,31.0,1.02,25.829,4.755,0.103,78,Merged
2000,9,5,0,0,0.0,17.332,73.79,5.17,0.15,106,EPRI
2000,9,23,2,31,55.0,-5.156,-76.647,5.09,0.06,51,ISC
2000,10,11,0,0,0.0,-20.065,112.905,4.93,0.27,2,EPRI
2000,10,16,22,33,9.0,23.259,80.287,5.01,0.05,111,ISC
2000,10,19,1,49,39.0,31.584,73.54,5.14,0.06,113,ISC
2000,11,8,0,0,0.0,77.042,-77.829,6.0,0.25,248,EPRI
2000,11,19,15,5,18.0,-2.155,-76.313,5.01,0.05,51,ISC
2000,12,8,0,0,0.0,59.749,1.924,4.9,0.25,188,EPRI
2000,12,23,7,13,25.0,-7.833,135.816,5.91,0.245,13,Merged
2000,12,23,7,13,40.0,-7.912,135.936,5.81,0.243,13,Merged
2001,1,22,18,17,37.0,65.886,-52.608,4.895,0.129,246,Merged
2001,1,24,0,0,0.0,-26.742,26.844,4.8,0.37,63,EPRI
2001,1,26,0,0,0.0,23.442,70.31,7.6,0.25,114,EPRI
2001,1,27,23,57,2.0,-4.417,-76.866,5.62,0.12,51,ISC
2001,2,3,0,0,0.0,-16.906,28.542,4.9,0.25,67,EPRI
2001,2,28,0,0,0.0,18.1,-87.9,5.4,0.25,214,EPRI
2001,3,15,8,11,4.0,-5.631,-76.532,5.14,0.06,51,ISC
2001,3,16,9,14,28.0,-5.672,-76.416,5.01,0.05,51,ISC
2001,3,18,0,0,0.0,-14.4643,137.0496,5.6,0.37,13,EPRI
2001,4,5,0,0,0.0,-15.5248,122.6804,5.3,0.37,13,EPRI
2001,4,9,0,0,0.0,43.783,-105.109,4.8,0.37,238,EPRI
2001,4,12,0,0,0.0,60.3706,64.5696,5.7,0.37,159,EPRI
2001,4,14,0,0,0.0,56.04,-119.583,5.27,0.04,242,EPRI
2001,4,17,4,39,2.0,-6.197,22.722,4.92,0.129,73,Merged
2001,4,21,0,0,0.0,46.2,-105.4,5.3,0.25,238,EPRI
2001,5,2,0,0,0.0,49.91,130.15,5.0,0.37,139,EPRI
2001,5,5,0,0,0.0,18.0,-90.6,5.3,0.25,214,EPRI
2001,5,8,20,46,55.0,-6.272,25.984,5.01,0.05,72,ISC
2001,5,20,0,0,0.0,42.806,-7.612,4.7,0.37,200,EPRI
2001,6,12,12,41,1.0,22.239,83.936,4.97,0.129,110,Merged
2001,6,23,0,0,0.0,29.325,105.563,4.8,0.25,131,EPRI
2001,6,25,0,0,0.0,35.1035,43.4952,5.6,0.25,81,EPRI
2001,6,26,0,0,0.0,-26.34,27.487,4.5,0.25,63,EPRI
2001,6,27,0,0,0.0,-12.1,-63.7,5.2,0.25,51,EPRI
2001,7,2,16,14,5.0,-3.447,-77.372,5.01,0.05,51,ISC
2001,7,12,0,0,0.0,21.2717,70.8706,4.6,0.25,113,EPRI
2001,7,13,0,0,0.0,18.1502,78.8564,5.1,0.37,106,EPRI
2001,7,16,0,0,0.0,75.5434,-23.5549,5.5,0.25,253,EPRI
2001,7,25,0,0,0.0,-12.663,-59.8357,4.5,0.25,52,EPRI
2001,7,25,0,0,0.0,33.4073,118.8967,4.5,0.25,132,EPRI
2001,7,26,0,0,0.0,30.6635,21.6633,4.8,0.25,90,EPRI
2001,7,26,0,0,0.0,48.5692,0.6203,4.8,0.25,196,EPRI
2001,7,31,0,0,0.0,-9.2026,-70.0348,5.1,0.25,51,EPRI
2001,7,31,0,0,0.0,-26.896,26.737,4.8,0.25,63,EPRI
2001,7,31,0,0,0.0,80.6,-80.3,5.4,0.25,249,EPRI
2001,8,5,0,0,0.0,-9.2812,137.2033,5.0,0.25,13,EPRI
2001,8,5,0,0,0.0,-6.3181,137.017,4.8,0.25,13,EPRI
2001,8,9,0,0,0.0,-26.543,150.3748,4.9,0.25,28,EPRI
2001,8,13,0,0,0.0,-8.4663,138.0104,5.2,0.37,13,EPRI
2001,8,14,0,0,0.0,76.658,-107.228,5.2,0.25,249,EPRI
2001,8,16,0,0,0.0,12.4503,107.3692,4.6,0.25,123,EPRI
2001,8,18,0,0,0.0,63.3427,-106.1729,5.0,0.25,239,EPRI
2001,8,19,0,0,0.0,-13.365,119.5607,4.8,0.25,1,EPRI
2001,8,20,0,0,0.0,-25.585,133.2451,4.9,0.25,9,EPRI
2001,8,20,0,0,0.0,-17.426,129.9737,4.8,0.25,13,EPRI
2001,8,23,0,0,0.0,-17.344,140.6926,5.6,0.25,18,EPRI
2001,8,25,0,0,0.0,36.2641,125.3343,5.0,0.25,132,EPRI
2001,8,26,0,0,0.0,-14.256,123.8186,5.0,0.25,1,EPRI
2001,8,26,0,0,0.0,76.3339,-20.322,6.1,0.25,253,EPRI
2001,8,30,0,0,0.0,19.0558,31.2686,4.9,0.25,82,EPRI
2001,8,30,0,0,0.0,28.274,19.4471,5.0,0.25,90,EPRI
2001,9,2,0,0,0.0,-6.7649,10.4997,5.1,0.25,76,EPRI
2001,9,2,0,0,0.0,37.673,129.78,4.9,0.25,127,EPRI
2001,9,5,0,0,0.0,75.1661,-106.1823,5.1,0.25,249,EPRI
2001,9,5,0,0,0.0,77.984,-114.673,4.7,0.25,249,EPRI
2001,9,5,10,52,9.0,37.102,-104.56,4.755,0.058,255,Merged
2001,9,7,0,0,0.0,28.1113,15.1375,4.9,0.25,89,EPRI
2001,9,7,0,0,0.0,29.7381,123.8315,4.6,0.25,127,EPRI
2001,9,10,0,0,0.0,29.8725,104.5288,4.8,0.25,131,EPRI
2001,9,11,0,0,0.0,18.5,-92.2,5.7,0.25,215,EPRI
2001,9,13,0,0,0.0,27.9811,20.8813,5.7,0.25,90,EPRI
2001,9,14,15,18,29.0,-20.066,133.762,5.225,0.135,13,Merged
2001,9,14,0,0,0.0,-40.278,149.7071,5.2,0.25,26,EPRI
2001,9,15,0,0,0.0,19.7238,-91.9038,4.7,0.25,214,EPRI
2001,9,16,0,0,0.0,32.6497,19.2837,5.5,0.25,90,EPRI
2001,9,17,0,0,0.0,23.0733,117.7519,5.0,0.25,127,EPRI
2001,9,17,0,0,0.0,45.3943,113.7827,4.7,0.25,135,EPRI
2001,9,21,0,0,0.0,51.508,15.924,4.6,0.25,192,EPRI
2001,9,22,0,0,0.0,-14.177,124.448,4.5,0.25,14,EPRI
2001,9,22,0,0,0.0,34.3917,6.15,4.8,0.25,93,EPRI
2001,9,23,0,0,0.0,18.3224,32.8639,4.9,0.25,82,EPRI
2001,9,25,0,0,0.0,31.7297,29.0631,5.1,0.25,90,EPRI
2001,9,25,0,0,0.0,11.984,80.225,5.2,0.25,117,EPRI
2001,9,26,0,0,0.0,-34.763,151.8227,5.1,0.25,30,EPRI
2001,9,26,0,0,0.0,-13.243,147.2773,5.2,0.25,34,EPRI
2001,9,26,0,0,0.0,25.8207,22.8831,5.0,0.25,89,EPRI
2001,9,28,0,0,0.0,-31.658,119.207,5.225,0.13,8,Merged
2001,9,28,0,0,0.0,-30.36,117.387,5.075,0.13,8,Merged
2001,9,28,0,0,0.0,38.0842,126.5439,4.5,0.25,132,EPRI
2001,9,30,0,0,0.0,-12.991,126.7785,5.1,0.25,15,EPRI
2001,10,1,20,1,25.0,43.715,-105.289,5.05,0.05,238,ISC
2001,10,1,0,0,0.0,68.8555,-127.6986,4.8,0.25,241,EPRI
2001,10,2,0,0,0.0,-16.542,129.5569,4.9,0.25,13,EPRI
2001,10,2,0,0,0.0,27.5382,118.6441,4.8,0.25,125,EPRI
2001,10,3,0,0,0.0,-6.9671,137.0515,6.2,0.25,13,EPRI
2001,10,8,0,0,0.0,-6.2523,137.4915,4.8,0.25,13,EPRI
2001,10,8,0,0,0.0,34.8007,121.2051,5.0,0.25,132,EPRI
2001,10,9,0,0,0.0,21.7104,-92.8017,5.1,0.25,214,EPRI
2001,10,16,0,0,0.0,26.8645,49.1077,4.8,0.25,81,EPRI
2001,10,16,0,0,0.0,47.4945,112.7612,5.0,0.25,136,EPRI
2001,10,17,0,0,0.0,-10.052,133.2564,4.6,0.25,17,EPRI
2001,10,19,17,43,22.0,-33.654,120.644,5.175,0.13,8,Merged
2001,10,19,0,0,0.0,-7.941,12.104,5.3,0.25,76,EPRI
2001,10,20,0,0,0.0,-31.605,147.4204,4.8,0.25,27,EPRI
2001,10,21,0,0,0.0,-13.734,122.9126,4.5,0.25,1,EPRI
2001,10,23,0,0,0.0,27.8303,18.7848,4.7,0.25,89,EPRI
2001,10,24,0,0,0.0,-9.0099,133.5067,4.5,0.25,13,EPRI
2001,10,25,0,0,0.0,29.1506,122.51,4.7,0.25,125,EPRI
2001,10,28,0,0,0.0,27.2492,70.5076,4.8,0.25,113,EPRI
2001,10,29,0,0,0.0,-19.293,115.2423,4.8,0.25,2,EPRI
2001,10,30,0,0,0.0,19.1093,19.1265,4.7,0.25,89,EPRI
2001,11,1,0,0,0.0,23.513,55.6403,4.6,0.25,81,EPRI
2001,11,2,0,0,0.0,-16.8054,134.754,4.5,0.25,13,EPRI
2001,11,2,0,0,0.0,23.7152,49.4,5.2,0.25,81,EPRI
2001,11,2,0,0,0.0,27.658,19.7634,4.8,0.25,90,EPRI
2001,11,4,0,0,0.0,25.3812,47.0527,4.9,0.25,81,EPRI
2001,11,4,0,0,0.0,26.8836,21.4003,5.3,0.25,89,EPRI
2001,11,4,0,0,0.0,9.4009,4.7531,4.7,0.25,89,EPRI
2001,11,5,0,0,0.0,-15.767,126.3471,5.1,0.25,14,EPRI
2001,11,7,0,0,0.0,20.8091,74.3352,4.8,0.37,106,EPRI
2001,11,7,0,0,0.0,24.3326,70.5843,4.6,0.37,113,EPRI
2001,11,7,0,0,0.0,43.775,-105.215,4.7,0.37,238,EPRI
2001,11,10,0,0,0.0,-12.809,12.6848,5.0,0.25,75,EPRI
2001,11,14,0,0,0.0,-22.876,151.377,4.8,0.25,32,EPRI
2001,11,14,0,0,0.0,7.8137,105.9438,6.5,0.25,122,EPRI
2001,11,16,0,0,0.0,31.84,43.2838,4.7,0.25,81,EPRI
2001,11,17,0,0,0.0,27.5644,49.4508,4.7,0.25,81,EPRI
2001,11,18,0,0,0.0,32.7764,42.6509,4.5,0.25,81,EPRI
2001,11,19,0,0,0.0,-26.675,150.897,4.7,0.25,28,EPRI
2001,11,19,0,0,0.0,23.0845,72.7343,4.9,0.25,115,EPRI
2001,11,20,0,0,0.0,-19.373,128.96,4.8,0.25,13,EPRI
2001,11,20,0,0,0.0,-17.96,135.7664,4.8,0.25,13,EPRI
2001,11,20,0,0,0.0,26.1886,19.0605,4.8,0.25,89,EPRI
2001,11,21,0,0,0.0,-16.784,152.113,4.9,0.25,34,EPRI
2001,11,21,0,0,0.0,33.1923,123.9614,4.5,0.25,132,EPRI
2001,11,23,0,0,0.0,-16.497,121.1809,4.8,0.25,1,EPRI
2001,11,23,0,0,0.0,24.5701,71.1103,4.6,0.25,113,EPRI
2001,11,25,0,0,0.0,22.594,52.9846,5.0,0.25,81,EPRI
2001,11,26,0,0,0.0,30.993,18.9136,5.6,0.25,90,EPRI
2001,11,26,0,0,0.0,28.8118,20.472,4.9,0.25,90,EPRI
2001,11,26,0,0,0.0,50.1921,16.3672,5.0,0.25,192,EPRI
2001,12,13,0,0,0.0,31.157,110.781,4.8,0.25,130,EPRI
2001,12,28,16,31,33.0,-30.365,117.384,5.38,0.09,8,ISC
2002,1,7,0,0,0.0,69.11,-95.87,4.7,0.25,239,EPRI
2002,1,8,0,0,0.0,-29.268,24.112,4.7,0.37,63,EPRI
2002,2,14,21,8,33.0,43.624,-105.115,5.05,0.05,238,ISC
2002,2,20,0,0,0.0,51.561,16.082,4.8,0.25,192,EPRI
2002,2,28,0,0,0.0,-27.982,26.789,4.8,0.25,63,EPRI
2002,3,5,1,47,38.0,-30.482,117.22,5.025,0.13,7,Merged
2002,3,5,3,29,54.0,-30.475,117.371,5.19,0.07,8,ISC
2002,3,5,0,0,0.0,-11.779,24.762,5.1,0.25,61,EPRI
2002,3,21,0,0,0.0,-26.496,27.346,4.6,0.25,63,EPRI
2002,3,23,13,16,21.0,-30.442,117.306,5.25,0.07,8,ISC
2002,3,23,0,0,0.0,-26.877,26.574,4.8,0.25,63,EPRI
2002,3,30,21,15,45.0,-30.472,117.304,5.05,0.05,7,ISC
2002,4,16,0,0,0.0,40.705,128.67,4.6,0.37,133,EPRI
2002,4,19,0,0,0.0,-23.306,26.115,4.5,0.25,66,EPRI
2002,4,20,0,0,0.0,44.513,-73.699,4.91,0.18,227,EPRI
2002,4,30,0,0,0.0,29.459,105.647,4.8,0.37,131,EPRI
2002,5,23,6,57,44.0,-8.813,-71.211,5.01,0.05,51,ISC
2002,5,31,0,0,0.0,30.293,104.219,4.6,0.25,131,EPRI
2002,6,5,12,10,15.0,-9.302,-71.239,5.01,0.05,51,ISC
2002,6,13,0,0,0.0,-20.76,113.752,4.5,0.37,2,EPRI
2002,6,15,0,0,0.0,-42.223,147.37,4.7,0.25,26,EPRI
2002,6,18,0,0,0.0,38.069,-87.68,4.48,0.1,230,EPRI
2002,6,29,19,17,54.0,-5.492,-76.627,5.14,0.06,51,ISC
2002,7,1,18,32,35.0,-5.558,-76.575,5.01,0.05,51,ISC
2002,7,12,0,0,0.0,-26.412,29.015,4.7,0.25,63,EPRI
2002,7,22,0,0,0.0,50.889,6.103,4.8,0.25,195,EPRI
2002,7,23,0,0,0.0,35.571,122.181,4.9,0.25,132,EPRI
2002,8,6,14,26,13.0,-5.36,-76.686,5.38,0.09,51,ISC
2002,8,10,0,0,0.0,35.353,123.252,4.5,0.25,132,EPRI
2002,8,11,5,6,32.0,-5.612,-71.931,5.19,0.07,51,ISC
2002,9,22,0,0,0.0,52.52,-2.15,4.8,0.25,187,EPRI
2002,10,3,0,0,0.0,31.695,73.704,4.6,0.25,113,EPRI
2002,10,8,0,0,0.0,-25.409,115.888,4.6,0.37,3,EPRI
2002,10,12,20,9,11.0,-8.41,-71.684,6.86,0.26,51,ISC
2002,10,20,0,0,0.0,44.621,117.371,4.6,0.25,135,EPRI
2002,12,8,0,0,0.0,50.91,124.726,4.5,0.25,135,EPRI
2003,1,23,0,0,0.0,41.541,-6.005,4.5,0.37,200,EPRI
2003,1,31,16,54,34.0,-2.786,-77.059,5.19,0.07,51,ISC
2003,2,7,21,46,45.0,-3.341,-77.275,5.05,0.05,51,ISC
2003,2,22,0,0,0.0,48.342,6.57,4.78,0.31,195,EPRI
2003,3,22,0,0,0.0,35.056,124.411,5.1,0.37,132,EPRI
2003,3,22,0,0,0.0,48.21,9.0,4.7,0.37,192,EPRI
2003,3,23,18,9,26.0,-13.8,14.308,4.945,0.129,72,Merged
2003,3,27,12,58,29.0,-3.194,-76.789,5.25,0.07,51,ISC
2003,3,30,0,0,0.0,37.573,123.821,4.7,0.25,132,EPRI
2003,4,11,16,15,45.0,-4.685,-76.425,5.05,0.05,51,ISC
2003,4,27,22,57,45.0,-8.231,-71.559,5.71,0.13,51,ISC
2003,4,29,0,0,0.0,34.494,-85.629,4.57,0.1,224,EPRI
2003,5,24,0,0,0.0,6.498,-65.147,4.5,0.25,52,EPRI
2003,6,4,0,0,0.0,75.154,16.726,4.8,0.25,181,EPRI
2003,6,18,0,0,0.0,72.07,15.525,4.5,0.25,183,EPRI
2003,6,20,6,19,39.0,-7.579,-71.725,6.67,0.24,51,ISC
2003,7,4,0,0,0.0,76.372,23.282,5.4,0.25,169,EPRI
2003,7,8,3,25,33.0,-7.1,-71.813,5.38,0.09,51,ISC
2003,7,19,0,0,0.0,-26.425,27.333,4.6,0.25,63,EPRI
2003,8,4,0,0,0.0,65.989,5.477,4.8,0.25,183,EPRI
2003,8,10,0,0,0.0,27.216,75.739,4.5,0.37,113,EPRI
2003,8,11,0,0,0.0,-18.436,147.114,4.8,0.25,33,EPRI
2003,8,16,0,0,0.0,43.77,119.643,5.42,0.04,137,EPRI
2003,10,3,15,30,28.0,-3.981,-76.609,5.14,0.06,51,ISC
2003,10,5,0,0,0.0,51.517,16.201,4.8,0.25,192,EPRI
2003,11,4,1,0,13.0,65.424,-123.939,5.05,0.05,241,ISC
2003,11,26,7,42,31.0,-2.021,-75.761,5.71,0.13,51,ISC
2003,12,28,7,14,31.0,-9.724,-71.198,5.14,0.06,51,ISC
2004,2,1,21,50,52.0,-2.4,-76.713,5.01,0.05,51,ISC
2004,2,6,21,29,21.4,-4.5,137.31,4.87,0.08,16,EPRI
2004,2,11,9,30,39.0,-22.51,130.17,4.85,0.13,5,EPRI
2004,3,22,12,9,56.0,36.929,-104.84,5.01,0.05,255,ISC
2004,3,24,1,53,49.4,45.38,118.15,5.37,0.02,135,EPRI
2004,5,15,19,26,41.0,44.034,-105.192,5.01,0.05,238,ISC
2004,5,29,10,14,28.4,36.66,129.95,5.1,0.03,127,EPRI
2004,6,15,11,55,47.0,-3.818,-76.68,5.09,0.06,51,ISC
2004,7,10,8,56,20.5,-8.72,130.57,4.81,0.08,1,EPRI
2004,8,10,10,26,14.7,27.16,103.78,5.35,0.02,130,EPRI
2004,8,26,23,11,38.0,64.828,-86.961,5.05,0.05,239,ISC
2004,9,21,13,32,30.8,54.79,20.11,4.74,0.09,175,EPRI
2004,10,16,10,4,38.0,33.56,45.63,4.79,0.18,81,EPRI
2004,11,24,2,42,56.0,-30.5,117.782,5.38,0.09,8,ISC
2004,12,5,1,52,37.2,48.03,8.04,4.73,0.15,195,EPRI
2004,12,19,2,30,5.0,-4.274,-76.321,5.19,0.07,51,ISC
2005,1,12,13,52,41.0,8.745,-61.854,5.01,0.05,52,ISC
2005,1,13,10,4,57.0,0.634,17.391,5.01,0.05,73,ISC
2005,1,22,10,48,45.7,-10.76,124.19,5.15,0.07,1,EPRI
2005,2,22,23,14,17.8,-65.64,133.54,5.46,0.02,213,EPRI
2005,3,14,9,43,49.0,17.13,73.806,5.025,0.046,106,Merged
2005,3,23,21,11,59.0,-11.672,-56.789,5.14,0.06,52,ISC
2005,3,31,5,1,2.0,-3.78,-77.223,5.01,0.05,51,ISC
2005,4,5,16,1,42.0,-10.516,-70.972,5.09,0.06,51,ISC
2005,4,25,20,26,32.0,-2.745,-75.009,5.01,0.05,51,ISC
2005,5,1,1,55,46.0,32.556,71.417,5.01,0.05,113,ISC
2005,5,2,6,4,46.0,-9.128,-71.35,5.09,0.06,51,ISC
2005,6,22,22,51,31.0,-3.677,-77.23,5.01,0.05,51,ISC
2005,7,18,2,6,53.8,-10.33,124.72,5.47,0.05,1,EPRI
2005,7,20,21,54,5.7,43.04,109.04,5.21,0.02,135,EPRI
2005,7,25,15,43,41.1,46.86,124.88,5.01,0.03,137,EPRI
2005,8,5,14,14,48.0,26.46,103.19,5.26,0.03,130,EPRI
2005,8,10,22,8,22.6,36.9,-104.79,4.93,0.07,255,EPRI
2005,8,13,10,59,54.0,-5.049,-76.352,5.09,0.06,51,ISC
2005,8,30,8,53,18.0,17.198,73.808,5.05,0.05,106,ISC
2005,9,14,5,12,20.0,-20.192,134.011,5.09,0.06,13,ISC
2005,9,19,3,27,53.2,49.72,120.93,4.46,0.24,135,EPRI
2005,9,21,22,46,38.0,-30.09,117.374,5.01,0.05,8,ISC
2005,11,8,7,54,39.0,10.12,108.26,5.33,0.03,122,EPRI
2005,11,10,19,27,25.0,57.436,120.718,5.475,0.03,147,Merged
2005,11,10,19,29,54.0,57.454,120.634,5.875,0.08,147,Merged
2005,11,11,19,10,31.0,-3.79,-76.987,5.19,0.07,51,ISC
2005,11,14,22,16,28.0,-5.205,-76.472,5.14,0.06,51,ISC
2005,11,23,13,10,6.0,-3.326,-77.217,5.01,0.05,51,ISC
2005,11,26,0,49,37.7,29.66,115.71,5.2,0.03,130,EPRI
2005,12,11,15,54,14.0,57.479,120.738,5.75,0.15,147,ISC
2006,2,15,1,46,4.1,-9.63,126.57,4.74,0.18,1,EPRI
2006,3,5,5,28,31.0,-3.463,-77.005,5.31,0.08,51,ISC
2006,3,7,18,20,46.1,23.72,70.77,5.48,0.01,114,EPRI
2006,3,10,7,50,14.4,32.62,73.51,4.96,0.08,113,EPRI
2006,3,31,12,23,17.9,44.65,124.08,4.76,0.06,137,EPRI
2006,4,6,17,59,16.4,23.25,70.35,5.56,0.02,114,EPRI
2006,4,17,16,39,59.0,17.059,73.829,5.01,0.05,106,ISC
2006,5,13,1,4,46.0,-27.732,135.608,5.14,0.06,19,ISC
2006,6,8,16,29,13.0,4.819,-51.975,5.13,0.038,52,Merged
2006,6,28,14,45,58.0,7.974,-64.208,4.6,0.0,52,ISC
2006,7,15,10,4,30.0,-9.717,25.572,5.05,0.05,77,ISC
2006,8,25,5,51,44.4,28.0,104.31,5.04,0.08,131,EPRI
2006,9,11,15,27,55.0,-5.155,-76.384,5.14,0.06,51,ISC
2006,9,12,4,42,42.0,-5.204,-76.388,5.09,0.06,51,ISC
2006,11,17,9,25,21.4,-4.7,138.27,5.08,0.09,16,EPRI
2006,12,20,15,10,57.0,-4.897,-75.382,5.09,0.06,51,ISC
2007,1,7,1,50,53.8,62.08,1.22,4.85,0.07,184,EPRI
2007,1,20,11,56,53.7,37.65,128.43,4.76,0.06,132,EPRI
2007,1,29,7,47,42.0,4.612,-72.582,5.14,0.06,52,ISC
2007,7,9,15,58,22.3,34.1,6.89,4.85,0.05,93,EPRI
2007,7,21,13,27,3.0,-8.07,-71.298,6.49,0.22,51,ISC
2007,8,17,2,10,55.0,-11.768,-68.515,5.05,0.05,51,ISC
2007,10,9,23,58,39.0,-33.911,117.67,5.05,0.05,7,ISC
2007,11,4,20,35,37.3,-67.27,111.53,5.72,0.01,202,EPRI
2007,11,6,0,27,33.0,21.072,70.562,5.11,0.036,113,Merged
2007,11,25,23,12,19.0,28.492,77.106,5.01,0.05,113,ISC
2007,11,28,15,16,8.5,10.02,108.28,5.2,0.03,122,EPRI
2007,12,9,2,3,28.0,-15.035,-44.238,5.14,0.06,47,ISC
2007,12,23,12,56,13.0,-4.08,39.45,4.9,0.05,80,EPRI
2008,1,12,15,38,6.0,-7.628,-71.693,5.05,0.05,51,ISC
2008,2,21,2,46,17.9,77.02,19.28,6.1,0.01,181,EPRI
2008,3,6,12,19,16.4,-24.92,-64.29,4.97,0.05,41,EPRI
2008,4,18,9,36,59.1,38.49,-87.86,5.3,0.09,229,EPRI
2008,4,20,7,30,44.3,-3.66,25.97,5.27,0.03,72,EPRI
2008,4,26,13,14,52.2,50.71,51.8,5.13,0.04,161,EPRI
2008,5,10,11,43,31.0,-5.519,-76.606,5.01,0.05,51,ISC
2008,6,10,6,5,4.7,49.07,122.47,4.96,0.06,135,EPRI
2008,7,8,5,8,16.0,-3.384,-76.859,5.01,0.05,51,ISC
2008,8,15,15,52,50.8,82.23,-18.58,4.78,0.05,239,EPRI
2008,9,16,21,47,14.0,17.412,73.892,5.19,0.07,106,ISC
2008,10,7,10,0,48.1,79.77,-116.02,5.77,0.01,250,EPRI
2008,11,11,14,31,4.0,8.261,-59.034,5.01,0.05,52,ISC
2008,11,13,22,53,26.0,40.607,123.015,5.01,0.05,133,ISC
2008,12,16,5,20,1.5,55.55,13.76,4.3,0.11,177,EPRI
2009,1,26,21,30,38.0,57.487,120.668,5.43,0.13,147,ISC
2009,1,29,22,28,5.0,-8.147,-71.492,5.38,0.09,51,ISC
2009,3,6,1,35,57.0,-16.292,121.285,5.14,0.06,13,ISC
2009,4,9,1,46,58.0,27.185,70.799,5.31,0.08,113,ISC
2009,4,21,17,32,24.0,-9.719,-71.26,5.09,0.06,51,ISC
2009,4,30,11,45,38.0,-4.845,-77.194,5.01,0.05,51,ISC
2009,5,25,0,54,42.0,41.313,129.066,5.14,0.06,133,ISC
2009,6,8,20,20,5.0,-8.797,-71.616,5.25,0.07,51,ISC
2009,9,25,22,24,30.0,66.563,-130.927,5.01,0.05,241,ISC
2009,9,25,23,1,34.0,66.548,-130.829,5.14,0.06,241,ISC
2009,11,14,13,3,36.0,17.152,73.872,5.01,0.05,106,ISC
2009,11,20,16,28,23.0,-3.772,25.188,5.09,0.06,73,ISC
2009,12,12,11,51,26.0,17.197,73.831,5.25,0.07,106,ISC
2010,2,18,16,21,3.0,-4.684,-77.045,5.09,0.06,51,ISC
2010,3,14,6,53,21.0,31.6,75.976,5.01,0.05,113,ISC
2010,4,12,5,51,29.0,-4.481,-77.271,5.19,0.07,51,ISC
2010,4,20,0,17,9.0,-30.73,121.776,5.25,0.07,8,ISC
